"ID","INCIDENT_NUMBER","DATE_REPORTED","DATE_OCCURED","CRIME_TYPE","NIBRS_CODE","UCR_HIERARCHY","ATT_COMP","LMPD_DIVISION","LMPD_BEAT","PREMISE_TYPE","BLOCK_ADDRESS","UOR_DESC","LEOKA_APPLIES","OFFICER_KILLED","TYPE_OF_ASSIGNMENT","TYPE_OF_ACTIVITY","OFFENSE_CITY","OFFENSE_ZIP"
"2228","80-12-003913","2012-01-14 20:36:00","2012-01-14 18:20:00","ASSAULT","13B","PART II","COMPLETED","3RD DIVISION","331","HIGHWAY / ROAD / ALLEY","2400 BLOCK ADRIENNE WAY                                     ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40216"
"2229","80-16-105293","2016-12-10 09:28:00","2016-12-08 09:28:00","ASSAULT","13C","PART II","COMPLETED","3RD DIVISION","315","SPECIALTY STORE (TV, FUR, ETC)","7600 BLOCK TRADE PORT DR                                    ","MENACING","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40258"
"2230","80-16-033940","2016-04-22 18:17:00","2016-04-22 18:17:00","ASSAULT","13B","PART II","COMPLETED","6TH DIVISION","624","DEPARTMENT / DISCOUNT STORE","4500 BLOCK S HURSTBOURNE PKY                                ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","OTHER ASSISTED (FOOT, OFF DUTY, ETC)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40299"
"2231","80-16-051652","2016-06-18 08:40:00","2016-06-18 08:34:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","411","HIGHWAY / ROAD / ALLEY","1000 BLOCK S 4TH ST                                         ","ASSAULT - 4TH DEGREE (MINOR INJURY)","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40203"
"2232","80-16-051652","2016-06-18 08:40:00","2016-06-18 08:34:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","411","HIGHWAY / ROAD / ALLEY","1000 BLOCK S 4TH ST                                         ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40203"
"2233","80-17-086031","2017-10-21 15:19:00","2017-10-21 15:19:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","412","HIGHWAY / ROAD / ALLEY","S CLAY ST / E ST CATHERINE ST                               ","OBSTRUCTING GOVERNMENTAL OPERATIONS","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40203"
"2234","80-17-086031","2017-10-21 15:19:00","2017-10-21 15:19:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","412","HIGHWAY / ROAD / ALLEY","S CLAY ST / E ST CATHERINE ST                               ","MENACING","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40203"
"2235","80-18-047945","2018-06-24 01:06:00","2018-06-24 01:06:00","ASSAULT","13C","PART II","COMPLETED","5TH DIVISION","513","GROCERY / SUPERMARKET","2400 BLOCK BARDSTOWN RD                                     ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40205"
"2236","80-10-002628","2010-01-12 15:21:00","2010-01-12 15:10:00","ASSAULT","13C","PART II","COMPLETED","8TH DIVISION","811","HIGHWAY / ROAD / ALLEY","3700 BLOCK DIANN MARIE RD                                   ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40241"
"2237","80-10-057394","2010-07-26 18:22:00","2010-07-26 18:08:00","ASSAULT","13A","PART I","COMPLETED","7TH DIVISION","712","PARK / PLAYGROUND","FLOYDS FORK PARK                                            ","ASSAULT - 1ST DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40299"
"2238","80-10-057394","2010-07-26 18:22:00","2010-07-26 18:08:00","ASSAULT","13A","PART I","COMPLETED","7TH DIVISION","712","HIGHWAY / ROAD / ALLEY","FLOYDS FORK PARK                                            ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40299"
"2239","80-10-052815","2010-07-11 15:03:00","2010-07-11 14:59:00","ASSAULT","13A","PART I","COMPLETED","4TH DIVISION","435","RESIDENCE / HOME","4700 BLOCK TAYLOR BLVD                                      ","WANTON ENDANGERMENT-1ST DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40215"
"2240","80-16-042151","2016-05-18 14:43:00","2016-05-18 14:43:00","ASSAULT","13A","PART I","COMPLETED","6TH DIVISION","612","PARKING LOT / GARAGE","4200 BLOCK MEDALLION CT                                     ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40219"
"2241","80-12-074410","2012-09-17 19:49:00","2012-09-17 19:40:00","ASSAULT","13C","PART II","COMPLETED","2ND DIVISION","225","RESIDENCE / HOME","1700 BLOCK BOLLING AVE                                      ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40210"
"2242","80-12-081063","2012-10-11 20:00:00","2012-10-11 18:55:00","ASSAULT","13A","PART I","COMPLETED","1ST DIVISION","111","RESIDENCE / HOME","1800 BLOCK NORTHWESTERN PKY                                 ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40203"
"2243","80-12-080005","2012-09-29 18:57:00","2012-09-29 17:46:00","ASSAULT","13C","PART II","COMPLETED","6TH DIVISION","625","HIGHWAY / ROAD / ALLEY","3400 BLOCK BRECKENRIDGE LN                                  ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40220"
"2244","80-12-080509","2012-10-09 21:44:00","2012-10-09 20:12:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","123","HIGHWAY / ROAD / ALLEY","S 11TH ST / CEDAR CT                                        ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40203"
"2245","80-12-081108","2012-10-11 23:41:00","2012-10-11 21:31:00","ASSAULT","13C","PART II","COMPLETED","3RD DIVISION","331","HIGHWAY / ROAD / ALLEY","PALATKA RD / ST ANDREWS CHURCH RD                           ","MENACING","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40214"
"2246","80-12-083200","2012-10-13 21:41:00","2012-10-13 20:10:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","423","OTHER RESIDENCE (APARTMENT/CONDO)","3600 BLOCK ELDERWOOD WAY                                    ","MENACING","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40215"
"2247","80-12-080845","2012-10-10 21:21:00","2012-10-10 21:21:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","412","HIGHWAY / ROAD / ALLEY","700 BLOCK S CLAY ST                                         ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40203"
"2248","80-12-084291","2012-10-23 03:24:00","2012-10-23 03:12:00","ASSAULT","13B","PART II","COMPLETED","8TH DIVISION","811","PARKING LOT / GARAGE","11400 BLOCK WESTPORT RD                                     ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40241"
"2249","80-12-084995","2012-08-25 04:11:00","2012-08-25 04:01:00","ASSAULT","13C","PART II","COMPLETED","7TH DIVISION","736","HIGHWAY / ROAD / ALLEY","COMMUNITY AT LARGE","WANTON ENDANGERMENT-2ND DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40219"
"2250","80-12-082773","2012-10-17 22:30:00","2012-10-17 21:50:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","424","HIGHWAY / ROAD / ALLEY","700 BLOCK BURTON AVE                                        ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","DOMESTIC DISTURBANCE","LOUISVILLE","40208"
"2251","80-12-082773","2012-10-17 22:30:00","2012-10-17 21:50:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","424","HIGHWAY / ROAD / ALLEY","700 BLOCK BURTON AVE                                        ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","DOMESTIC DISTURBANCE","LOUISVILLE","40208"
"2252","80-12-076688","2012-08-11 06:15:00","2012-08-11 06:15:00","ASSAULT","13C","PART II","COMPLETED","6TH DIVISION","612","HIGHWAY / ROAD / ALLEY","POPLAR LEVEL RD / SELINDA AVE                               ","WANTON ENDANGERMENT-2ND DEGREE","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40213"
"2253","80-12-076792","2012-09-10 11:36:00","2012-09-10 11:36:00","ASSAULT","13C","PART II","COMPLETED","METRO LOUISVILLE","SHV","HIGHWAY / ROAD / ALLEY","7TH STREET RD / WATHEN LN                                   ","OBSTRUCTING GOVERNMENTAL OPERATIONS","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","SHIVELY","40215"
"2254","80-12-073900","2012-09-15 23:26:00","2012-09-15 23:20:00","ASSAULT","13B","PART II","COMPLETED","6TH DIVISION","612","OTHER RESIDENCE (APARTMENT/CONDO)","1200 BLOCK QUEST DR                                         ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","OTHER ALONE (FOOT, OFF DUTY, ECT)","ALL OTHER","LOUISVILLE","40213"
"2255","80-12-076976","2012-09-19 18:40:00","2012-09-19 18:40:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","424","HIGHWAY / ROAD / ALLEY","S 4TH ST / WINKLER AVE                                      ","MENACING","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40208"
"2256","80-12-077133","2012-09-27 19:12:00","2012-09-27 18:56:00","ASSAULT","13B","PART II","COMPLETED","7TH DIVISION","724","HIGHWAY / ROAD / ALLEY","10200 BLOCK ARBOR OAK DR                                    ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","DOMESTIC DISTURBANCE","LOUISVILLE","40229"
"2257","80-16-048791","2016-06-08 20:02:00","2016-06-08 20:02:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","423","RESIDENCE / HOME","3500 BLOCK GEORGETOWN CIR                                   ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40215"
"2258","80-16-041076","2016-05-14 22:18:00","2016-05-14 22:18:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","123","HIGHWAY / ROAD / ALLEY","S 6TH ST / W BROADWAY                                       ","MENACING","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40202"
"2259","80-16-051631","2016-06-18 00:42:00","2016-06-18 00:42:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","411","JAIL / PENITENTARY","S 7TH ST / W ORMSBY AVE                                     ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","OTHER ASSISTED (FOOT, OFF DUTY, ETC)","ALL OTHER","LOUISVILLE","40203"
"2260","80-10-052815","2010-07-11 15:03:00","2010-07-11 14:59:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","435","OTHER RESIDENCE (APARTMENT/CONDO)","4700 BLOCK TAYLOR BLVD                                      ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40215"
"2261","80-10-064133","2010-08-17 18:00:00","2010-08-17 17:50:00","ASSAULT","13B","PART II","COMPLETED","5TH DIVISION","521","OTHER RESIDENCE (APARTMENT/CONDO)","2600 BLOCK CLEVELAND BLVD                                   ","HARASSMENT - PHYSICAL CONTACT - NO INJURY","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40206"
"2262","80-10-064133","2010-08-17 18:00:00","2010-08-17 17:50:00","ASSAULT","13C","PART II","COMPLETED","5TH DIVISION","521","OTHER RESIDENCE (APARTMENT/CONDO)","2600 BLOCK CLEVELAND BLVD                                   ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40206"
"2263","80-10-046409","2010-06-20 00:47:00","2010-06-20 00:40:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","412","HIGHWAY / ROAD / ALLEY","600 BLOCK E OAK ST                                          ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ROBBERY IN PROGRESS OR PURSUING ROBBERY SUSPECT","LOUISVILLE","40203"
"2264","80-13-052027","2013-07-14 13:20:00","2013-07-14 13:20:00","ASSAULT","13B","PART II","COMPLETED","3RD DIVISION","331","RESIDENCE / HOME","6300 BLOCK MARAVIAN DR                                      ","ASSAULT - 4TH DEGREE (NO VISIBLE INJURY)","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40258"
"2265","80-13-052027","2013-07-14 13:20:00","2013-07-14 13:20:00","ASSAULT","13B","PART II","COMPLETED","3RD DIVISION","331","RESIDENCE / HOME","6300 BLOCK MARAVIAN DR                                      ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40258"
"2266","80-14-005274","2014-01-21 14:29:00","2014-01-21 14:25:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","111","HIGHWAY / ROAD / ALLEY","2100 BLOCK ROWAN ST                                         ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40212"
"2267","80-13-066354","2013-09-01 05:33:00","2013-09-01 05:33:00","ASSAULT","13B","PART II","COMPLETED","2ND DIVISION","236","HIGHWAY / ROAD / ALLEY","4300 BLOCK CANE RUN RD                                      ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40216"
"2268","80-13-066354","2013-09-01 05:33:00","2013-09-01 05:33:00","ASSAULT","13B","PART II","COMPLETED","2ND DIVISION","236","HIGHWAY / ROAD / ALLEY","4300 BLOCK CANE RUN RD                                      ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40216"
"2269","80-13-085419","2013-11-05 17:34:00","2013-11-05 17:34:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","424","HIGHWAY / ROAD / ALLEY","S 3RD ST / CENTRAL AVE                                      ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","DETECTIVE OR SPECIAL ASSIGNMENT ALONE","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40214"
"2270","80-13-090770","2013-11-25 13:29:00","2013-11-25 13:20:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","134","RESTAURANT","100 BLOCK E MARKET ST                                       ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40202"
"2271","80-14-005274","2014-01-21 14:29:00","2014-01-21 14:25:00","ASSAULT","13B","PART II","COMPLETED","1ST DIVISION","111","JAIL / PENITENTARY","2100 BLOCK ROWAN ST                                         ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40212"
"2272","80-15-106358","2015-12-30 12:46:00","2015-12-30 12:46:00","ASSAULT","13B","PART II","COMPLETED","6TH DIVISION","625","RESIDENCE / HOME","3300 BLOCK HIKES LN                                         ","ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40220"
"2273","80-15-106358","2015-12-30 12:46:00","2015-12-30 12:46:00","ASSAULT","13C","PART II","COMPLETED","6TH DIVISION","625","RESIDENCE / HOME","3300 BLOCK HIKES LN                                         ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40220"
"2274","80-17-051975","2017-06-28 15:25:00","2017-06-28 12:37:00","ASSAULT","13C","PART II","COMPLETED","3RD DIVISION","315","HIGHWAY / ROAD / ALLEY","10500 BLOCK DIXIE HWY                                       ","WANTON ENDANGERMENT-2ND DEGREE-POLICE OFFICER","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40272"
"2275","80-17-062724","2017-08-03 05:47:00","2017-08-03 05:47:00","ASSAULT","13C","PART II","COMPLETED","2ND DIVISION","236","RESIDENCE / HOME","4100 BLOCK SUNFLOWER AVE                                    ","MENACING","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40216"
"2276","80-17-062724","2017-08-03 05:47:00","2017-08-03 05:47:00","ASSAULT","13C","PART II","COMPLETED","2ND DIVISION","236","RESIDENCE / HOME","4100 BLOCK SUNFLOWER AVE                                    ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40216"
"2277","80-12-080825","2012-10-10 20:25:00","2012-10-10 20:15:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","436","RESIDENCE / HOME","5000 BLOCK S 4TH ST                                         ","ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40214"
"2278","80-12-080825","2012-10-10 20:25:00","2012-10-10 20:15:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","436","RESIDENCE / HOME","5000 BLOCK S 4TH ST                                         ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40214"
"2279","80-12-085268","2012-10-26 04:24:00","2012-10-26 02:47:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","423","HIGHWAY / ROAD / ALLEY","3600 BLOCK TAYLOR BLVD                                      ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40215"
"2280","80-16-054901","2016-06-28 21:04:00","2016-06-28 21:04:00","ASSAULT","13B","PART II","COMPLETED","3RD DIVISION","322","HIGHWAY / ROAD / ALLEY","5300 BLOCK WESTHALL AVE                                     ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40214"
"2281","80-16-054637","2016-05-29 04:27:00","2016-05-29 04:27:00","ASSAULT","13C","PART II","COMPLETED","2ND DIVISION","223","HIGHWAY / ROAD / ALLEY","HOWARD ST / HUMLER ST                                       ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40211"
"2282","80-16-055337","2016-06-18 17:25:00","2016-06-18 17:25:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","424","AMUSEMENT PARK","900 BLOCK PHILLIPS LN                                       ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40209"
"2283","80-16-055460","2016-06-30 16:53:00","2016-06-30 16:45:00","ASSAULT","13A","PART I","COMPLETED","8TH DIVISION","815","HOTEL / MOTEL / ETC.","9300 BLOCK BLAIRWOOD RD                                     ","ASSAULT - 1ST DEGREE - POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40222"
"2284","80-16-055460","2016-06-30 16:53:00","2016-06-30 16:45:00","ASSAULT","13A","PART I","COMPLETED","8TH DIVISION","815","HOTEL / MOTEL / ETC.","9300 BLOCK BLAIRWOOD RD                                     ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40222"
"2285","80-16-054639","2016-05-24 03:03:00","2016-05-24 03:03:00","ASSAULT","13C","PART II","COMPLETED","2ND DIVISION","212","OTHER RESIDENCE (APARTMENT/CONDO)","3700 BLOCK W BROADWAY                                       ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40211"
"2286","80-16-057799","2016-07-08 11:27:00","2016-06-29 17:30:00","ASSAULT","13C","PART II","COMPLETED","6TH DIVISION","624","RESIDENCE / HOME","4300 BLOCK NORBROOK DR                                      ","OBSTRUCTING GOVERNMENTAL OPERATIONS","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40218"
"2287","80-16-058021","2016-07-09 03:38:00","2016-07-09 02:38:00","ASSAULT","13A","PART I","COMPLETED","1ST DIVISION","111","HIGHWAY / ROAD / ALLEY","2100 BLOCK COLUMBIA ST                                      ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40203"
