INCIDENT_NUMBER,UCR_CATEGORY,TYPE_OF_FIREARM,FIREARM_MANUFACTURER,FIREARM_MODEL,FIREARM_CALIBER,RECOVERY_DATE,RECOVERY_BLOCK_ADDRESS,CITY,state,RECOVERY_ZIPCODE,PERSON_RECOVERED_FROM_RACE,PERSON_RECOVERED_FROM_SEX,PERSON_RECOVERED_FROM_AGE,year
80-16-067048,FRAUD,"PISTOL, SEMI-AUTOMATIC                                 ",SMITH & WESSON                                         ,PISTOLS: M&P   ,40C  ,8/7/2016,500 BLOCK S JACKSON ST                                      ,LOUISVILLE          ,KY,40202,BLACK,M,25,2016
80-16-067048,FRAUD,"PISTOL, SEMI-AUTOMATIC                                 ",SMITH & WESSON                                         ,PISTOLS: M&P   ,40C  ,8/7/2016,500 BLOCK S JACKSON ST                                      ,LOUISVILLE          ,KY,40202,BLACK,M,25,2016
80-16-067128,FORCIBLE RAPE,NULL,COBRA ENTERPRISES INC                                  ,               ,6666,8/7/2016,5500 BLOCK LEFLORE AVE                                      ,LOUISVILLE          ,KY,          ,BLACK,M,NULL,2016
80-16-066910,STOLEN PROPERTY,"PISTOL, REVOLVER                                       ",TAURUS INTERNATIONAL                                   ,               ,357C ,8/6/2016,3000 BLOCK YOUNG AVE                                        ,LOUISVILLE          ,KY,40211,BLACK,M,15,2016
80-16-066892,STOLEN PROPERTY,"PISTOL, SEMI-AUTOMATIC                                 ","SPRINGFIELD ARMORY,GENESEO,IL                          ",PISTOL: MODEL X,40C  ,8/6/2016,5500 BLOCK STERLING DR                                      ,LOUISVILLE          ,KY,40216,WHITE,F,NULL,2016
80-16-066721,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",GLOCK GMBH                                             ,MODEL 29 (10MM),10MM ,8/5/2016,600 BLOCK BAXTER AVE                                        ,LOUISVILLE          ,KY,40204,WHITE,M,24,2016
80-16-066721,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",BERETTA (INDUSTRIA S.A.)                               ,BU9 NANO       ,9MM  ,8/5/2016,600 BLOCK BAXTER AVE                                        ,LOUISVILLE          ,KY,40204,WHITE,M,24,2016
80-16-065899,BURGLARY,"PISTOL, SEMI-AUTOMATIC                                 ",RAVEN ARMS                                             ,MP-25          ,25C  ,8/5/2016,8000 BLOCK WOODFERN WAY                                     ,LOUISVILLE          ,KY,40291,WHITE,M,18,2016
80-16-065899,BURGLARY,"PISTOL, SEMI-AUTOMATIC                                 ",RAVEN ARMS                                             ,MP-25          ,25C  ,8/5/2016,8000 BLOCK WOODFERN WAY                                     ,LOUISVILLE          ,KY,40291,WHITE,M,18,2016
80-16-065899,BURGLARY,"PISTOL, SEMI-AUTOMATIC                                 ",RAVEN ARMS                                             ,MP-25          ,25C  ,8/5/2016,8000 BLOCK WOODFERN WAY                                     ,LOUISVILLE          ,KY,40291,WHITE,M,18,2016
80-16-065899,BURGLARY,"PISTOL, SEMI-AUTOMATIC                                 ",RAVEN ARMS                                             ,MP-25          ,25C  ,8/5/2016,8000 BLOCK WOODFERN WAY                                     ,LOUISVILLE          ,KY,40291,WHITE,M,18,2016
80-16-066389,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",SIG-SAUER                                              ,P250           ,45C  ,8/5/2016,DIXIE HWY AT I264                                           ,LOUISVILLE          ,KY,40216,BLACK,M,18,2016
80-16-066390,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",TAURUS INTERNATIONAL                                   ,               ,38C  ,8/5/2016,DIXIE HWY AT I264                                           ,LOUISVILLE          ,KY,40216,BLACK,M,26,2016
80-16-066390,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",TAURUS INTERNATIONAL                                   ,               ,38C  ,8/5/2016,DIXIE HWY AT I264                                           ,LOUISVILLE          ,KY,40216,BLACK,M,26,2016
80-16-066405,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",TAURUS INTERNATIONAL                                   ,709,9MM  ,8/5/2016,FISK CT                                                     ,LOUISVILLE          ,KY,40203,BLACK,M,29,2016
80-16-066397,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",TAURUS INTERNATIONAL                                   ,               ,45C  ,8/5/2016,S 3RD ST / W ST CATHERINE ST                                ,LOUISVILLE          ,KY,40203,WHITE,M,40,2016
80-16-066397,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",RUGER                                                  ,               ,357C ,8/5/2016,S 3RD ST / W ST CATHERINE ST                                ,LOUISVILLE          ,KY,40203,WHITE,M,40,2016
80-16-066173,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 23/23C (4,40C  ,8/4/2016,3800 BLOCK W MARKET ST                                      ,LOUISVILLE          ,KY,40212,BLACK,M,23,2016
80-16-063382,AGGRAVATED ASSAULT,"SHOTGUN, PUMP ACTION                                   ","RANGER ARMS, INC.                                      ","RANGER ARMS, IN",16GA ,8/4/2016,4800 BLOCK SADDLEBROOK LN                                   ,LOUISVILLE          ,KY,40216,BLACK,M,62,2016
80-16-065971,NARCOTICS,RIFLE-SHOTGUN COMBINATION                              ,NORINCO                                                ,SKS            ,762M ,8/3/2016,1700 BLOCK W CHESTNUT ST                                    ,LOUISVILLE          ,KY,40203,BLACK,M,74,2016
80-16-065971,NARCOTICS,RIFLE-SHOTGUN COMBINATION                              ,NORINCO                                                ,SKS            ,762M ,8/3/2016,1700 BLOCK W CHESTNUT ST                                    ,LOUISVILLE          ,KY,40203,BLACK,M,74,2016
80-16-065971,NARCOTICS,RIFLE-SHOTGUN COMBINATION                              ,NORINCO                                                ,SKS            ,762M ,8/3/2016,1700 BLOCK W CHESTNUT ST                                    ,LOUISVILLE          ,KY,40203,BLACK,M,74,2016
80-16-065971,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 22/22C (4,40C  ,8/3/2016,1700 BLOCK W CHESTNUT ST                                    ,LOUISVILLE          ,KY,40203,BLACK,M,74,2016
80-16-065971,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 22/22C (4,40C  ,8/3/2016,1700 BLOCK W CHESTNUT ST                                    ,LOUISVILLE          ,KY,40203,BLACK,M,74,2016
80-16-065971,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 22/22C (4,40C  ,8/3/2016,1700 BLOCK W CHESTNUT ST                                    ,LOUISVILLE          ,KY,40203,BLACK,M,74,2016
80-16-065758,INJURED PERSON REPORT,NULL,SIG-SAUER                                              ,               ,     ,8/3/2016,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,NULL,NULL,NULL,2016
80-16-065753,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",               ,9MM  ,8/3/2016,BERRY BLVD / POWELL AVE                                     ,LOUISVILLE          ,KY,40215,BLACK,M,31,2016
80-16-065421,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",SMITH & WESSON                                         ,               ,40C  ,8/2/2016,1600 BLOCK CYPRESS ST                                       ,LOUISVILLE          ,KY,40210,BLACK,F,27,2016
80-16-065420,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",RUGER                                                  ,P85 MKII       ,9MM  ,8/2/2016,6600 BLOCK MACALESTER DR                                    ,LOUISVILLE          ,KY,40214,BLACK,M,27,2016
80-16-065420,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",INTRATEC                                               ,TEC DC9        ,9MM  ,8/2/2016,6600 BLOCK MACALESTER DR                                    ,LOUISVILLE          ,KY,40214,BLACK,M,27,2016
80-16-065574,NARCOTICS,"PISTOL, REVOLVER                                       ",TAURUS INTERNATIONAL                                   ,               ,357C ,8/2/2016,BALDWIN ST / WILSON AVE                                     ,LOUISVILLE          ,KY,40210,BLACK,M,27,2016
80-16-065673,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",                                                       ,BERSA 95       ,32C  ,8/2/2016,BARDSTOWN RD / HIKES LN                                     ,LOUISVILLE          ,KY,40218,WHITE,F,21,2016
80-16-065673,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",                                                       ,BERSA 95       ,32C  ,8/2/2016,BARDSTOWN RD / HIKES LN                                     ,LOUISVILLE          ,KY,40218,WHITE,F,21,2016
80-16-065377,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 17/17C (9,9MM  ,8/1/2016,100 BLOCK OLDE ENGLISH CT                                   ,LOUISVILLE          ,KY,40272,BLACK,M,20,2016
80-16-065377,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 17/17C (9,9MM  ,8/1/2016,100 BLOCK OLDE ENGLISH CT                                   ,LOUISVILLE          ,KY,40272,BLACK,M,20,2016
80-16-065084,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",               ,9MM  ,8/1/2016,1200 BLOCK LARCHMONT AVE                                    ,LOUISVILLE          ,KY,40215,BLACK,M,18,2016
80-16-065084,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",               ,9MM  ,8/1/2016,1200 BLOCK LARCHMONT AVE                                    ,LOUISVILLE          ,KY,40215,BLACK,M,18,2016
80-16-065084,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",               ,9MM  ,8/1/2016,1200 BLOCK LARCHMONT AVE                                    ,LOUISVILLE          ,KY,40215,BLACK,M,18,2016
80-16-065084,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",               ,9MM  ,8/1/2016,1200 BLOCK LARCHMONT AVE                                    ,LOUISVILLE          ,KY,40215,BLACK,M,18,2016
80-16-065084,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",               ,9MM  ,8/1/2016,1200 BLOCK LARCHMONT AVE                                    ,LOUISVILLE          ,KY,40215,BLACK,M,18,2016
80-16-065127,NARCOTICS,NULL,SMITH & WESSON                                         ,PISTOLS: M&P   ,     ,8/1/2016,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40211,NULL,M,NULL,2016
80-16-065127,NARCOTICS,NULL,SMITH & WESSON                                         ,PISTOLS: M&P   ,     ,8/1/2016,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40211,NULL,M,NULL,2016
80-16-065272,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",               ,45C  ,8/1/2016,E INDIAN TRL / NEWBURG RD                                   ,LOUISVILLE          ,KY,40218,HISPANIC,M,23,2016
80-16-064835,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",STOEGER                                                ,               ,40C  ,7/31/2016,2500 BLOCK W BROADWAY                                       ,LOUISVILLE          ,KY,40211,BLACK,M,22,2016
80-16-064802,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",TITAN MFG. CORP.                                       ,               ,25C  ,7/31/2016,E INDIAN TRL / JEANINE DR                                   ,LOUISVILLE          ,KY,40213,BLACK,M,33,2016
80-16-064820,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",TAURUS INTERNATIONAL                                   ,MODEL PT111    ,9MM  ,7/31/2016,S 4TH ST / W CHESTNUT ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,23,2016
80-16-064546,STOLEN PROPERTY,"PISTOL, REVOLVER                                       ","WESSON ARMS, DAN                                       ",               ,357C ,7/30/2016,1200 BLOCK WALTER AVE                                       ,LOUISVILLE          ,KY,40215,BLACK,M,21,2016
80-16-064503,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,CF-380         ,380C ,7/30/2016,OAKLAWN DR / PRESTON HWY                                    ,LOUISVILLE          ,KY,40219,ASIAN,M,28,2016
80-16-063564,BURGLARY,NULL,"REMINGTON ARMS CO., INC.                               ",SHOTGUN: MODEL ,12GA ,7/29/2016,11500 BLOCK FRANKFORT AVE                                   ,LOUISVILLE          ,KY,          ,UNKNOWN,U,NULL,2016
80-16-063564,BURGLARY,"PISTOL, SEMI-AUTOMATIC                                 ",KIMBER                                                 ,CARRY SERIES   ,45C  ,7/29/2016,11500 BLOCK FRANKFORT AVE                                   ,LOUISVILLE          ,KY,          ,UNKNOWN,U,NULL,2016
80-16-063564,BURGLARY,"PISTOL, SEMI-AUTOMATIC                                 ","SPRINGFIELD ARMORY,GENESEO,IL                          ",PISTOL: MODEL X,40C  ,7/29/2016,11500 BLOCK FRANKFORT AVE                                   ,LOUISVILLE          ,KY,          ,UNKNOWN,U,NULL,2016
80-16-064214,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",SIG-SAUER                                              ,MOSQUITO       ,22C  ,7/29/2016,4500 BLOCK W BROADWAY                                       ,LOUISVILLE          ,KY,40211,BLACK,F,26,2016
